-1.142730 ,-2.875350 ,1.345950 
5.018900 ,-1.948290 ,-1.843860 
-0.339660 ,3.231410 ,4.672010 
-0.249989 ,-2.385328 ,1.106137 
2.826481 ,0.677222 ,1.138535 

-3.014130 ,1.084180 ,1.440290 
-2.038250 ,-5.183760 ,-1.519540 
3.033850 ,0.393731 ,4.896490 
-2.453566 ,-0.556253 ,0.859940 
1.284600 ,-0.910616 ,3.037528 

2.674222 ,-0.398301 ,4.745140 
-0.871435 ,-5.167625 ,1.612480 
-4.463439 ,-0.436359 ,-1.525087 
-2.575463 ,0.402444 ,0.136567 
0.685910 ,0.416432 ,3.001576 

1.313040 ,2.721700 ,1.060810 
-4.892720 ,1.779380 ,-2.037670 
0.557542 ,-3.369440 ,4.426410 
-1.476793 ,2.142250 ,-0.234541 
0.856378 ,-0.172058 ,2.601631 

2.786940 ,-1.237960 ,1.147040 
1.814800 ,4.903640 ,-2.067870 
-3.272480 ,-0.413904 ,4.553550 
2.756309 ,-0.267224 ,0.559259 
-0.889967 ,1.847606 ,1.595795 

1.139050 ,-2.823630 ,1.247500 
4.792450 ,2.145880 ,-2.062580 
-2.562570 ,2.106230 ,4.563300 
2.021792 ,1.810295 ,0.434631 
-0.245583 ,-1.268831 ,2.488914 
