1.116888 ,-2.444274 ,4.896467 
-4.802806 ,-1.396181 ,1.740582 
-2.161973 ,4.001523 ,-1.420380 
1.364881 ,1.316444 ,2.065010 
-3.087759 ,0.674747 ,0.805189 
204.4, 0, 0

-1.081660 ,-2.613308 ,4.896467 
-4.530739 ,2.306161 ,1.750069 
1.139520 ,4.253867 ,-1.420380 
2.203347 ,0.065940 ,1.770345 
-1.970462 ,2.083020 ,1.235188 
190.2, 0, 0

-2.760525 ,-1.174163 ,4.896467 
-1.720388 ,4.729362 ,1.740599 
3.659567 ,2.091696 ,-1.420380 
0.854305 ,-1.572240 ,2.227333 
0.820655 ,2.769189 ,0.531059 
213.5, 0, 0

0.146030 ,-3.163030 ,0.961952 
5.369860 ,0.721821 ,-1.610890 
-2.066340 ,2.306560 ,4.728790 
-0.126098 ,-2.548666 ,1.403305 
1.842940 ,1.680934 ,1.474034 
2.5, 0, 0

-2.035290 ,-2.247530 ,1.277820 
4.102740 ,-3.378780 ,-1.891560 
0.652468 ,3.367540 ,4.478900 
-0.355010 ,-2.835532 ,0.201185 
1.534062 ,0.892487 ,2.286954 
-43.8, 0, 0

-2.520710 ,-0.221784 ,2.097580 
-0.160083 ,-5.163210 ,-2.262430 
4.067510 ,1.653930 ,3.538770 
-1.195288 ,0.325837 ,2.535425 
0.191004 ,-3.016297 ,-0.407458 
-120.4, 0, 0

2.371529 ,1.438222 ,4.896467 
1.331392 ,-4.465302 ,1.740599 
-4.048563 ,-1.827637 ,-1.420380 
-1.907547 ,1.398134 ,1.533985 
-0.445830 ,-2.987471 ,0.937044 
191.2, 0, 0

2.547247 ,-0.766078 ,4.896467 
-2.370146 ,-4.200665 ,1.731096 
-4.310947 ,1.482485 ,-1.420380 
-0.288730 ,2.173804 ,1.741141 
-2.513511 ,-1.856593 ,0.978281 
194.2, 0, 0
